"";"Res.no";"Agr..no";"Driver.ID";"Days";"Agent.group";"Driver.Country_Disp";"Driver.Age";"Pre.paid.Amount";"First.Licence.Year";"Check.out.Date";"Check.out.Time";"Booking.Date";"Booking.Time";"AD";"B";"BC";"BE";"BF";"BO";"BR";"BS";"CS";"DI";"FDW";"LD";"NV";"PAI";"SC";"SS";"SUB";"TF";"TG";"UPS";"Upgra";"C.O.Mileage";"Check.out.Station";"Group";"Charged.group";"Internet.Insurance.Net.Revenue";"Internet.Non.Insurance.Net.Revenue";"Rental_Cost_Res";"Sales.Channel.2";"Segment";"Past.Rentals.Entry";"Manufacturer";"Color";"Rate.title";"Status";"OnDesk.Insurance.Net.Revenue";"OnDesk.Non.Insurance.Net.Revenue"
"30821";"RES-357937";"NULL";444470;7;"Sixt";"Blank";"NULL";"0.00";"NULL";"6/7/2022";13;"21/6/2022";11;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"NULL";"302";"MDMR";"MDMR";"0.00";"0.00";"392.51";"Retail Brokers Sixt";"Retail";0;"NULL";"NULL";"Sixt Import Rates";"CNC";"0.00";"0.00"
"12877";"RES-326906";"NULL";410310;9;"Online Broker";"Blank";"NULL";"1334.59";"NULL";"5/7/2022";10;"3/4/2022";11;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"NULL";"2";"FFAR";"FFAR";"79.83";"0.00";"1184.72";"Retail Brokers Sixt";"Retail";0;"NULL";"NULL";"Sixt Import Rates";"CNC";"0.00";"0.00"
"43625";"RES-381704";"SM002-82630";470602;13;"Online Broker";"Germany";"60";"389.34";"2017";"28/8/2022";1;"13/8/2022";20;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"96066";"2";"EDMR";"EDMR";"0.00";"0.00";"313.98";"Retail Brokers Sixt";"Retail";0;"Citroen";"White";"Sixt Import Rates";"IN";"0.00";"0.00"
"64879";"NULL";"SM812-6995";472822;3;"Walk in";"Switzerland";"31";"0.00";"2022";"7/9/2022";18;"9/9/2022";13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"3860";"812";"EDMR";"EDMR";"0.00";"0.00";"0.00";"Retail-Sixt-Sixt";"Retail";1;"Opel";"White";"Walk In Rates";"IN";"NULL";"NULL"
"6321";"RES-346280";"SM002-78268";292005;3;"Sixt";"Germany";"35";"0.00";"2018";"7/7/2022";19;"27/5/2022";22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"77885";"2";"MDMR";"MDMR";"0.00";"0.00";"216.92";"Retail-Sixt-Sixt";"Retail";1;"Fiat";"White";"Sixt Import Rates";"IN";"0.00";"113.62"
"8967";"RES-308495";"SM002-79839";393746;2;"NULL";"France";"50";"238.96";"2019";"23/7/2022";17;"19/12/2021";14;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"57733";"2";"SWMR";"CWMR";"0.00";"0.00";"192.71";"Retail Brokers Sixt";"Retail";0;"Skoda";"Black";"Sixt Import Rates";"IN";"0.00";"0.00"
"7137";"RES-353574";"SM002-75779";284231;5;"Sixt";"Germany";"44";"0.00";"2022";"13/6/2022";0;"11/6/2022";15;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"7";"2";"MTMR";"MDMR";"47.85";"0.00";"153.99";"Retail-Sixt-Sixt";"Retail";0;"Fiat";"Grey";"Sixt Import Rates";"IN";"0.00";"0.00"
"24520";"RES-357206";"SM002-80133";443699;12;"Sixt";"Germany";"55";"0.00";"2019";"26/7/2022";23;"19/6/2022";22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"37616";"2";"EDMR";"EDMR";"0.00";"0.00";"1220.77";"Retail-Sixt-Sixt";"Retail";0;"Hyundai";"White";"Sixt Import Rates";"IN";"447.91";"43.55"
"40186";"RES-365975";"NULL";451670;8;"Sixt";"Egypt";"NULL";"0.00";"NULL";"8/7/2022";19;"8/7/2022";10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"NULL";"3";"MDAE";"MDAE";"0.00";"0.00";"363.82";"Retail-Sixt-Sixt";"Retail";0;"NULL";"NULL";"Sixt Import Rates";"CNC";"0.00";"0.00"
"47021";"RES-381602";"SM721-546";470477;13;"NULL";"Italy";"51";"949.17";"2019";"14/8/2022";20;"13/8/2022";16;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"41665";"721";"MDMR";"MDMR";"0.00";"0.00";"765.46";"Retail Brokers Sixt";"Retail";0;"Citroen";"White";"Sixt Import Rates";"IN";"0.00";"0.00"
"66163";"NULL";"SM002-76776";445347;3;"Walk in";"United Kingdom";"71";"0.00";"2022";"22/6/2022";21;"22/6/2022";21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"7789";"2";"MDMR";"MDMR";"0.00";"0.00";"22.00";"Retail-Station-Station";"Retail";0;"Fiat";"White";"Walk In Rates";"IN";"NULL";"NULL"
"22466";"RES-342740";"SM712-16785";428898;3;"Sixt";"Greece";"50";"0.00";"2019";"24/6/2022";8;"24/5/2022";12;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"74402";"712";"EXAR";"EXAR";"0.00";"0.00";"186.79";"Retail Brokers Sixt";"Retail";0;"MINI";"Grey";"Sixt Import Rates";"IN";"46.58";"0.00"
"1236";"RES-351717";"SM312-16631";90169;3;"Corporate";"Greece";"57";"0.00";"2019";"15/6/2022";9;"7/6/2022";13;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"42006";"312";"CCMR";"CCMR";"0.00";"0.00";"156.26";"Corporate-Call center-Call center";"Corporate";5;"Renault";"Grey";"Corporate rates 3 seasons";"IN";"0.00";"0.00"
"28005";"RES-350075";"NULL";436023;7;"Online Broker";"United Kingdom";"NULL";"602.28";"NULL";"29/6/2022";21;"3/6/2022";17;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"NULL";"302";"CXAR";"CXAR";"0.00";"0.00";"485.71";"Retail Brokers Sixt";"Retail";0;"NULL";"NULL";"Sixt Import Rates";"CNC";"0.00";"0.00"
"9387";"RES-316351";"SM701-19004";400696;7;"Sixt";"France";"40";"0.00";"2019";"9/7/2022";16;"15/2/2022";16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"45649";"701";"EDMR";"EDMR";"0.00";"0.00";"374.72";"Retail-Sixt-Sixt";"Retail";0;"Opel";"Grey";"Sixt Import Rates";"IN";"152.62";"0.00"
"53705";"RES-388818";"SM812-7051";478562;7;"Sixt";"Germany";"53";"0.00";"2022";"12/9/2022";19;"29/8/2022";20;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;"4074";"812";"EDMR";"EDMR";"27.86";"0.00";"230.46";"Retail Brokers Sixt";"Retail";0;"Opel";"White";"Sixt Import Rates";"IN";"0.00";"0.00"
"1892";"RES-401256";"SM003-35359";102435;2;"Travel Corporate Agencies";"Greece";"50";"129.17";"2019";"28/9/2022";9;"27/9/2022";13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"54936";"3";"CXMR";"CXMR";"0.00";"0.00";"104.17";"Retail-Call center-Call center";"Retail";12;"Audi";"Black";"Travel Corpo Rates";"IN";"0.00";"0.00"
"32158";"RES-353652";"SM003-31696";439740;1;"Sixt";"France";"30";"0.00";"2019";"12/6/2022";9;"11/6/2022";18;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"56414";"3";"MDMR";"MDMR";"0.00";"0.00";"33.24";"Retail-Sixt-Sixt";"Retail";0;"Renault";"Blue";"Sixt Import Rates";"IN";"0.00";"0.00"
"35613";"RES-367228";"SM503-7462";454290;7;"Sixt";"Germany";"37";"0.00";"2019";"2/8/2022";15;"10/7/2022";22;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"69131";"503";"CCMR";"EDMR";"66.99";"0.00";"532.84";"Retail-Sixt-Sixt";"Retail";0;"Renault";"White";"Sixt Import Rates";"IN";"44.60";"50.81"
"48272";"RES-385164";"SM002-83535";474497;9;"Sixt";"Germany";"41";"0.00";"2019";"6/9/2022";19;"21/8/2022";12;0;0;1;0;1;0;1;0;0;0;0;1;0;1;0;0;0;0;1;0;0;"41038";"2";"MDMR";"MDMR";"200.79";"0.00";"470.58";"Retail-Sixt-Sixt";"Retail";0;"Fiat";"White";"Sixt Import Rates";"IN";"0.00";"0.00"
"13642";"RES-360382";"SM002-77314";427633;4;"Sixt";"Germany";"36";"0.00";"2021";"27/6/2022";13;"26/6/2022";21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"22358";"2";"EDAR";"EDAR";"0.00";"0.00";"175.62";"Retail-Sixt-Sixt";"Retail";2;"Suzuki";"Grey";"Sixt Import Rates";"IN";"124.42";"0.00"
"8812";"RES-320417";"SM503-5467";402897;7;"Sixt";"United States of America";"40";"0.00";"2019";"17/6/2022";15;"8/3/2022";12;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"56397";"503";"SXAR";"CCAR";"0.00";"0.00";"660.28";"Retail-Sixt-Sixt";"Retail";0;"Audi";"Grey";"Sixt Import Rates";"IN";"0.00";"105.00"
"8288";"RES-326700";"SM312-17737";332348;11;"Sixt";"France";"45";"0.00";"2019";"15/7/2022";19;"2/4/2022";12;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"41681";"312";"SFAR";"SFAR";"0.00";"39.92";"1852.21";"Retail-Sixt-Sixt";"Retail";1;"Renault";"Grey";"Sixt Import Rates";"IN";"0.00";"0.00"
"52561";"RES-394628";"SM002-84162";485407;2;"Sixt";"United States of America";"37";"0.00";"2019";"13/9/2022";11;"11/9/2022";17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"24481";"2";"CCMR";"CCMR";"0.00";"0.00";"112.68";"Retail-Sixt-Sixt";"Retail";0;"Renault";"White";"Sixt Import Rates";"IN";"0.00";"0.00"
"55726";"RES-394128";"SM503-9215";484660;8;"NULL";"United Kingdom";"63";"227.04";"2021";"17/9/2022";22;"10/9/2022";10;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"43454";"503";"CDMR";"CDMR";"0.00";"0.00";"183.10";"Retail Brokers Sixt";"Retail";0;"Hyundai";"Brown";"Sixt Import Rates";"IN";"0.00";"0.00"
"342";"RES-28597";"SM3MO-1347";89268;30;"Corporate";"Greece";"67";"0.00";"2017";"11/6/2022";10;"29/7/2018";19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"107500";"003-MO";"CCAR";"CCAR";"0.00";"0.00";"0.00";"";"NULL";50;"Renault";"Red";"Corporate 3";"IN";"0.00";"0.00"
"15460";"RES-339916";"SM112-3308";426381;3;"NULL";"United Kingdom";"39";"83.10";"2019";"5/6/2022";14;"23/5/2022";13;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"58420";"112";"CCMR";"CCMR";"0.00";"0.00";"67.02";"Retail Brokers Sixt";"Retail";0;"Renault";"Red";"Sixt Import Rates";"IN";"66.94";"0.00"
"43667";"RES-370295";"SM003-33606";457683;20;"Sixt";"Australia";"65";"0.00";"2022";"5/8/2022";11;"17/7/2022";13;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;"43";"3";"FFMR";"CDMR";"0.00";"288.88";"2265.00";"Retail-Sixt-Sixt";"Retail";0;"Skoda";"Grey";"Sixt Import Rates";"IN";"0.00";"0.00"
"61048";"RES-400495";"SM002-85508";492323;3;"Sixt";"United Kingdom";"29";"0.00";"2019";"27/9/2022";14;"25/9/2022";20;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"80491";"2";"EXAR";"EDAR";"0.00";"0.00";"102.54";"Retail-Sixt-Sixt";"Retail";0;"MINI";"Grey";"Sixt Import Rates";"IN";"29.52";"0.00"
"24207";"RES-340785";"SM002-78619";427233;12;"NULL";"Netherlands";"50";"1166.45";"2022";"11/7/2022";11;"23/5/2022";23;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"3071";"2";"CFMR";"CFMR";"0.00";"0.00";"1258.47";"Retail Brokers Sixt";"Retail";0;"VW";"Black";"Sixt Import Rates";"IN";"187.26";"0.00"
"27659";"RES-350504";"SM503-6873";436491;4;"Sixt";"Greece";"45";"0.00";"2019";"20/7/2022";8;"4/6/2022";22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"38349";"503";"MDMR";"MDMR";"0.00";"0.00";"206.54";"Retail-Sixt-Sixt";"Retail";0;"Peugeot";"White";"Sixt Import Rates";"IN";"49.35";"0.00"
"31551";"RES-358382";"SM302-35914";444911;10;"Sixt";"France";"41";"0.00";"2019";"28/6/2022";0;"22/6/2022";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"35899";"302";"EDMR";"EDMR";"0.00";"0.00";"290.91";"Retail-Sixt-Sixt";"Retail";0;"Hyundai";"White";"Sixt Import Rates";"IN";"28.09";"36.11"
"52788";"RES-379816";"NULL";468494;6;"Sixt";"Israel";"NULL";"0.00";"NULL";"26/8/2022";21;"9/8/2022";18;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"NULL";"503";"EDMR";"EDMR";"0.00";"0.00";"308.40";"Retail-Sixt-Sixt";"Retail";0;"NULL";"NULL";"Sixt Import Rates";"CNC";"0.00";"0.00"
"29942";"RES-359809";"SM812-5984";446447;5;"NULL";"Netherlands";"32";"120.84";"2017";"27/6/2022";20;"25/6/2022";9;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"71317";"812";"EDAR";"EDAR";"0.00";"0.00";"109.97";"Retail Brokers Sixt";"Retail";0;"VW";"Red";"Sixt Import Rates";"IN";"0.00";"47.01"
"45119";"RES-375741";"SM003-35063";463723;14;"Sixt";"Netherlands";"31";"0.00";"2019";"17/9/2022";11;"30/7/2022";13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"69037";"3";"EDMR";"EDMR";"0.00";"30.70";"399.40";"Retail-Sixt-Sixt";"Retail";0;"Nissan";"White";"Sixt Import Rates";"IN";"0.00";"0.00"
"52179";"RES-386886";"SM302-39326";476341;12;"Sixt";"Switzerland";"25";"0.00";"2019";"29/8/2022";10;"24/8/2022";23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"37692";"302";"CDMR";"CDMR";"0.00";"0.00";"396.44";"Retail-Sixt-Sixt";"Retail";0;"Kia";"Black";"Sixt Import Rates";"IN";"0.00";"43.33"
"58577";"RES-354387";"SM503-5455";440589;7;"Sixt";"United Kingdom";"62";"0.00";"2019";"17/6/2022";12;"13/6/2022";15;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"65979";"503";"EDMR";"MDMR";"0.00";"0.00";"188.84";"Retail-Sixt-Sixt";"Retail";0;"Citroen";"White";"Sixt Import Rates";"IN";"82.65";"0.00"
"29553";"RES-363377";"SM712-17090";450220;2;"Sixt";"United States of America";"52";"0.00";"2019";"4/7/2022";10;"3/7/2022";15;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"24860";"712";"MDMR";"MDMR";"0.00";"0.00";"79.92";"Retail Brokers Sixt";"Retail";0;"Citroen";"White";"Sixt Import Rates";"IN";"23.51";"0.00"
"2322";"RES-361190";"SM002-79010";217798;11;"Sixt";"United States of America";"43";"0.00";"2022";"15/7/2022";12;"28/6/2022";16;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;"4791";"2";"CFAR";"CFAR";"114.88";"0.00";"1816.49";"Retail-Sixt-Sixt";"Retail";1;"Renault";"Blue";"Sixt Import Rates";"IN";"87.74";"0.00"
"4834";"RES-354774";"SM002-75939";219112;1;"Sixt";"United Kingdom";"47";"0.00";"2018";"14/6/2022";18;"14/6/2022";11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"28404";"2";"CXAR";"CXAR";"0.00";"0.00";"76.09";"Retail-Sixt-Sixt";"Retail";2;"Audi";"White";"Sixt Import Rates";"IN";"42.33";"0.00"
"39481";"RES-373836";"SM003-33291";461617;15;"Walk in";"Greece";"46";"0.00";"2019";"27/7/2022";8;"25/7/2022";21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"39762";"3";"CDMR";"CDMR";"0.00";"0.00";"0.00";"Retail-Sixt-Sixt";"Retail";0;"Fiat";"White";"Walk In Rates";"IN";"232.91";"54.16"
"57456";"RES-388737";"SM003-34623";479983;30;"Corporate";"Greece";"28";"0.00";"2018";"3/9/2022";13;"29/8/2022";16;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"61519";"003-MO";"CXAR";"CXAR";"0.00";"0.00";"1037.16";"Corporate-Call center-Call center";"Corporate";1;"Audi";"Black";"Corporate rates 3 seasons";"IN";"0.00";"0.00"
"10766";"RES-366296";"SM312-18039";375653;7;"Sixt";"Sweden";"59";"0.00";"2019";"23/7/2022";21;"8/7/2022";21;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;"33128";"312";"CFMR";"CFMR";"31.08";"0.00";"477.83";"Retail-Sixt-Sixt";"Retail";1;"Renault";"Grey";"Sixt Import Rates";"IN";"0.00";"0.00"
"55162";"RES-389324";"SM802-10614";479117;7;"Sixt";"Germany";"30";"0.00";"2019";"13/9/2022";10;"30/8/2022";21;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;"37027";"802";"MDMR";"MDMR";"24.85";"0.00";"182.92";"Retail-Sixt-Sixt";"Retail";0;"Peugeot";"White";"Sixt Import Rates";"IN";"0.00";"0.00"
"1756";"RES-356528";"SM002-76645";158769;1;"Sixt";"Greece";"41";"0.00";"2019";"21/6/2022";17;"18/6/2022";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"50573";"2";"EDMR";"EDMR";"0.00";"0.00";"28.96";"Retail Brokers Sixt";"Retail";3;"Citroen";"White";"Sixt Import Rates";"IN";"11.81";"0.00"
"53564";"RES-394713";"SM701-21928";485509;7;"NULL";"Germany";"40";"152.49";"2019";"20/9/2022";14;"11/9/2022";21;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;"68849";"701";"EDMR";"EDMR";"0.00";"25.41";"151.58";"Retail Brokers Sixt";"Retail";0;"Nissan";"White";"Sixt Import Rates";"IN";"0.00";"0.00"
"25849";"RES-352530";"SM609-12342";438531;6;"Sixt";"United Kingdom";"54";"0.00";"2019";"17/6/2022";12;"9/6/2022";9;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"47268";"609";"SVMR";"SVMR";"100.26";"0.00";"839.46";"Retail-Sixt-Sixt";"Retail";0;"VW";"White";"Sixt Import Rates";"IN";"54.20";"21.77"
"30099";"RES-366810";"SM302-37833";453795;16;"Sixt";"France";"33";"0.00";"2019";"3/8/2022";19;"9/7/2022";22;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;"37440";"302";"CXMR";"CXMR";"0.00";"108.90";"1496.56";"Retail-Sixt-Sixt";"Retail";0;"Audi";"Black";"Sixt Import Rates";"IN";"0.00";"0.00"
"1358";"RES-318417";"NULL";14167;4;"Sixt";"United Kingdom";"38";"0.00";"NULL";"27/7/2022";20;"26/2/2022";10;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"NULL";"701";"MDMR";"MDMR";"0.00";"14.52";"392.52";"Retail-Sixt-Sixt";"Retail";0;"NULL";"NULL";"Sixt Import Rates";"CNC";"0.00";"0.00"
"47028";"RES-381695";"NULL";470592;14;"Sixt";"Australia";"NULL";"0.00";"NULL";"14/8/2022";10;"13/8/2022";20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"NULL";"2";"PDAR";"PDAR";"0.00";"0.00";"1977.38";"Retail Brokers Sixt";"Retail";0;"NULL";"NULL";"Sixt Import Rates";"CNC";"0.00";"0.00"
"64996";"NULL";"SM712-18113";468326;1;"Walk in";"China";"26";"0.00";"2022";"9/8/2022";12;"9/8/2022";12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"1477";"712";"CFAR";"CFAR";"0.00";"0.00";"0.00";"Retail-Sixt-Sixt";"Retail";0;"Opel";"White";"Walk In Rates";"IN";"NULL";"NULL"
"41290";"RES-374978";"SM503-8485";462857;8;"Sixt";"United Kingdom";"62";"0.00";"2019";"1/9/2022";11;"28/7/2022";14;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"47912";"503";"MDMR";"MDMR";"76.56";"0.00";"346.46";"Retail-Sixt-Sixt";"Retail";0;"Fiat";"White";"Sixt Import Rates";"IN";"47.73";"0.00"
"58811";"RES-354606";"SM003-32013";440817;2;"Sixt";"Australia";"59";"0.00";"2022";"21/6/2022";8;"13/6/2022";22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"2316";"3";"CXMR";"CXMR";"0.00";"14.83";"109.15";"Retail-Sixt-Sixt";"Retail";0;"Mercedes -Benz";"Black";"Sixt Import Rates";"IN";"56.96";"0.00"
"46210";"RES-385386";"SM002-82639";474753;6;"Sixt";"United Kingdom";"31";"0.00";"2019";"28/8/2022";7;"21/8/2022";21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"74366";"2";"MDMR";"MDMR";"0.00";"0.00";"145.39";"Retail-Sixt-Sixt";"Retail";0;"Peugeot";"White";"Sixt Import Rates";"IN";"0.00";"0.00"
"59335";"RES-399545";"SM003-35392";491119;7;"Online Broker";"Belgium";"59";"124.16";"2019";"29/9/2022";10;"23/9/2022";12;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"64526";"3";"EDMR";"MDMR";"0.00";"0.00";"100.13";"Retail Brokers Sixt";"Retail";0;"Citroen";"White";"Sixt Import Rates";"IN";"91.39";"0.00"
"19195";"RES-334930";"SM002-81253";418526;7;"Sixt";"France";"31";"0.00";"2017";"10/8/2022";12;"28/4/2022";12;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"63117";"2";"MDMR";"MDMR";"0.00";"0.00";"501.68";"Retail-Sixt-Sixt";"Retail";0;"Renault";"Red";"Sixt Import Rates";"IN";"0.00";"0.00"
"33042";"RES-358583";"SM003-32081";445134;5;"Walk in";"Israel";"63";"0.00";"2017";"23/6/2022";9;"22/6/2022";13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"74509";"3";"CFAR";"CFAR";"0.00";"0.00";"0.00";"Retail-Station-Station";"Retail";0;"SSANGYONG";"White";"Walk In Rates";"IN";"125.27";"0.00"
"35633";"RES-367271";"SM002-78599";454335;5;"NULL";"Turkey";"59";"406.96";"2021";"11/7/2022";9;"10/7/2022";23;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"26775";"2";"CFAR";"CFAR";"0.00";"0.00";"328.21";"Retail Brokers Sixt";"Retail";0;"Hyundai";"Grey";"Sixt Import Rates";"IN";"113.33";"0.00"
"42096";"RES-369819";"NULL";457101;9;"Sixt";"Poland";"50";"0.00";"NULL";"13/9/2022";15;"15/7/2022";20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"NULL";"302";"EDAR";"EDAR";"0.00";"0.00";"640.72";"Retail-Sixt-Sixt";"Retail";0;"NULL";"NULL";"Sixt Import Rates";"CNC";"0.00";"0.00"
"3175";"RES-388748";"SM002-84977";278012;2;"Corporate";"Greece";"44";"0.00";"2022";"21/9/2022";22;"29/8/2022";17;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"10009";"2";"MDMR";"MDMR";"0.00";"0.00";"66.80";"Corporate-Call center-Call center";"Corporate";1;"Fiat";"Grey";"Corporate rates 3 seasons";"IN";"0.00";"0.00"
"54679";"RES-380026";"SM302-38706";467071;9;"Online Broker";"Italy";"35";"532.52";"2019";"19/8/2022";1;"10/8/2022";10;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"37474";"302";"CCMR";"CCMR";"0.00";"0.00";"429.45";"Retail Brokers Sixt";"Retail";0;"Renault";"White";"Sixt Import Rates";"IN";"117.51";"0.00"
"57835";"RES-394568";"SM802-10600";485307;1;"Sixt";"Switzerland";"34";"0.00";"2019";"12/9/2022";11;"11/9/2022";14;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"75894";"802";"CCAR";"MDMR";"7.18";"0.00";"51.81";"Retail-Sixt-Sixt";"Retail";0;"Renault";"Grey";"Sixt Import Rates";"IN";"5.91";"0.00"
"20792";"RES-344469";"NULL";430392;6;"Sixt";"Blank";"NULL";"0.00";"NULL";"14/7/2022";14;"25/5/2022";16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"NULL";"302";"CCMR";"CCMR";"0.00";"0.00";"483.07";"Retail Brokers Sixt";"Retail";0;"NULL";"NULL";"Sixt Import Rates";"CNC";"0.00";"0.00"
"6742";"RES-316488";"SM3MO-1640";327010;30;"NULL";"Greece";"54";"0.00";"2019";"28/8/2022";14;"16/2/2022";11;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"47828";"003-MO";"CCAR";"CCAR";"0.00";"0.00";"313.71";"Corporate-Call center-Call center";"Corporate";29;"Renault";"Blue";"Sixt Plus";"IN";"0.00";"0.00"
"23639";"RES-340296";"NULL";426737;7;"Sixt";"Blank";"NULL";"0.00";"NULL";"25/6/2022";21;"23/5/2022";13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"NULL";"503";"EDMR";"EDMR";"0.00";"0.00";"277.93";"Retail Brokers Sixt";"Retail";0;"NULL";"NULL";"Sixt Import Rates";"CNC";"0.00";"0.00"
"47452";"RES-364978";"NULL";451786;8;"Sixt";"Switzerland";"54";"0.00";"NULL";"6/8/2022";17;"6/7/2022";13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"NULL";"701";"FFAR";"FFAR";"0.00";"0.00";"1598.88";"Retail-Sixt-Sixt";"Retail";0;"NULL";"NULL";"Sixt Import Rates";"CNC";"0.00";"0.00"
"34640";"RES-382912";"NULL";449890;5;"Sixt";"Netherlands";"34";"0.00";"NULL";"18/8/2022";18;"16/8/2022";12;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"NULL";"302";"EDMR";"EDMR";"0.00";"0.00";"287.45";"Retail-Sixt-Sixt";"Retail";0;"NULL";"NULL";"Sixt Import Rates";"CNC";"0.00";"0.00"
