"";"Res.no";"Agr..no";"Driver.ID";"Days";"Agent.group";"Driver.Country_Disp";"Driver.Age";"Pre.paid.Amount";"First.Licence.Year";"Check.out.Date";"Check.out.Time";"Booking.Date";"Booking.Time";"AD";"B";"BC";"BE";"BF";"BO";"BR";"BS";"CS";"DI";"FDW";"LD";"NV";"PAI";"SC";"SS";"SUB";"TF";"TG";"UPS";"Upgra";"C.O.Mileage";"Check.out.Station";"Group";"Charged.group";"Internet.Insurance.Net.Revenue";"Internet.Non.Insurance.Net.Revenue";"Rental_Cost_Res";"Sales.Channel.2";"Segment";"Past.Rentals.Entry";"Manufacturer";"Color";"Rate.title";"Status";"OnDesk.Insurance.Net.Revenue";"OnDesk.Non.Insurance.Net.Revenue"
"19746";"RES-349494";"NULL";435451;7;"Sixt";"Blank";"NULL";"0.00";"NULL";"14/6/2022";16;"2/6/2022";15;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;"NULL";"609";"CTAR";"CTAR";"141.12";"0.00";"716.18";"Retail-Sixt-Sixt";"Retail";0;"NULL";"NULL";"Sixt Import Rates";"CNC";"0.00";"0.00"
"28789";"RES-365648";"SM312-18887";452493;7;"Sixt";"Italy";"30";"0.00";"2022";"18/8/2022";9;"7/7/2022";18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"4251";"312";"EDMR";"EDMR";"0.00";"0.00";"406.75";"Retail-Sixt-Sixt";"Retail";0;"VW";"Red";"Sixt Import Rates";"IN";"130.36";"0.00"
"55522";"RES-390268";"NULL";480107;4;"Sixt";"Blank";"NULL";"0.00";"NULL";"19/9/2022";9;"1/9/2022";16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"NULL";"712";"FFAR";"FFAR";"0.00";"0.00";"316.85";"Retail-Sixt-Sixt";"Retail";0;"NULL";"NULL";"Sixt Import Rates";"CNC";"0.00";"0.00"
"53085";"RES-395673";"SM002-84333";486603;7;"Sixt";"United States of America";"32";"0.00";"2022";"15/9/2022";11;"13/9/2022";20;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"20449";"2";"FFAR";"FFAR";"0.00";"0.00";"351.87";"Retail Brokers Sixt";"Retail";0;"Audi";"Grey";"Sixt Import Rates";"IN";"0.00";"0.00"
"54515";"RES-378178";"SM609-14217";466498;11;"Sixt";"France";"50";"0.00";"2019";"14/8/2022";17;"5/8/2022";11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"64771";"609";"FVMR";"FVMR";"0.00";"0.00";"-427.16";"Retail-Sixt-Sixt";"Retail";0;"Opel";"White";"Sixt Import Rates";"IN";"427.16";"0.00"
"29537";"RES-372744";"SM002-79841";450166;10;"Sixt";"United States of America";"52";"0.00";"2021";"23/7/2022";17;"22/7/2022";21;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;"17314";"2";"IFMR";"IFMR";"255.80";"135.78";"922.99";"Retail-Sixt-Sixt";"Retail";1;"Dacia";"Grey";"Sixt Import Rates";"IN";"167.59";"0.00"
"42549";"RES-369001";"SM302-38748";456200;2;"Sixt";"Canada";"60";"0.00";"2019";"19/8/2022";17;"13/7/2022";22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"56539";"302";"MDMR";"MDMR";"0.00";"0.00";"219.82";"Retail Brokers Sixt";"Retail";0;"Peugeot";"White";"Sixt Import Rates";"IN";"0.00";"0.00"
"4183";"RES-349157";"SM503-5093";271561;12;"Sixt";"France";"69";"0.00";"2019";"8/6/2022";10;"1/6/2022";23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"44315";"503";"MDMR";"MDMR";"0.00";"0.00";"325.81";"Retail-Sixt-Sixt";"Retail";1;"Citroen";"White";"Sixt Import Rates";"IN";"0.00";"0.00"
"44888";"RES-373545";"NULL";461295;4;"Sixt";"Blank";"NULL";"0.00";"NULL";"1/8/2022";8;"25/7/2022";10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"NULL";"503";"SWMR";"SWMR";"0.00";"0.00";"971.91";"Retail-Sixt-Sixt";"Retail";0;"NULL";"NULL";"Sixt Import Rates";"CNC";"0.00";"0.00"
"22280";"RES-324132";"SM002-84570";407592;5;"Sixt";"United States of America";"36";"0.00";"2019";"17/9/2022";15;"24/3/2022";9;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"56151";"2";"CCAR";"EDAR";"0.00";"0.00";"405.89";"Retail-Sixt-Sixt";"Retail";0;"Mazda";"White";"Sixt Import Rates";"IN";"117.15";"50.00"
"12649";"RES-389568";"SM812-7039";411063;3;"Travel Corporate Agencies";"Greece";"55";"94.62";"2022";"12/9/2022";8;"31/8/2022";13;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"4406";"812";"EDMR";"EDMR";"0.00";"0.00";"80.87";"Retail-Call center-Call center";"Retail";3;"Opel";"White";"Economy Travel Market rates ";"IN";"0.00";"0.00"
"24680";"RES-357570";"NULL";444085;10;"Sixt";"Blank";"44";"0.00";"NULL";"11/7/2022";11;"20/6/2022";16;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;"NULL";"2";"CCMR";"CCMR";"0.00";"181.38";"1153.27";"Retail-Sixt-Sixt";"Retail";0;"NULL";"NULL";"Sixt Import Rates";"CNC";"0.00";"0.00"
"10631";"RES-327364";"SM712-16350";410748;5;"Sixt";"France";"37";"0.00";"2019";"8/6/2022";20;"4/4/2022";15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"44434";"712";"MDMR";"MDMR";"0.00";"0.00";"249.89";"Retail-Sixt-Sixt";"Retail";0;"Fiat";"White";"Sixt Import Rates";"IN";"55.25";"0.00"
"47974";"RES-382729";"SM002-81759";471745;2;"Sixt";"Greece";"40";"0.00";"2019";"17/8/2022";17;"16/8/2022";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"66628";"2";"CCMR";"CCMR";"0.00";"0.00";"102.75";"Retail-Sixt-Sixt";"Retail";0;"Renault";"Red";"Sixt Import Rates";"IN";"43.82";"0.00"
"47735";"RES-382683";"SM302-38772";471701;8;"Sixt";"Greece";"63";"0.00";"2022";"20/8/2022";0;"15/8/2022";23;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"6607";"302";"EDMR";"EDMR";"0.00";"0.00";"191.38";"Retail Brokers Sixt";"Retail";0;"Opel";"White";"Sixt Import Rates";"IN";"0.00";"0.00"
"4015";"RES-319534";"SM3MO-1505";301988;30;"Corporate";"Greece";"63";"0.00";"2019";"13/7/2022";15;"4/3/2022";8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"48657";"003-MO";"IFMR";"IFMR";"0.00";"0.00";"0.00";"Corporate-Sixt-Sixt";"Corporate";3;"Dacia";"Black";"Corporate rates 3 seasons";"IN";"0.00";"0.00"
"28237";"RES-353048";"NULL";439055;3;"Sixt";"Blank";"NULL";"0.00";"NULL";"17/6/2022";17;"10/6/2022";11;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"NULL";"701";"PQAR";"PQAR";"0.00";"32.67";"654.38";"Retail-Sixt-Sixt";"Retail";0;"NULL";"NULL";"Sixt Import Rates";"CNC";"0.00";"0.00"
"36704";"RES-373247";"NULL";460955;3;"Sixt";"Spain";"NULL";"0.00";"NULL";"25/7/2022";14;"24/7/2022";16;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;"NULL";"701";"CXAR";"CXAR";"48.63";"0.00";"455.80";"Retail-Sixt-Sixt";"Retail";0;"NULL";"NULL";"Sixt Import Rates";"CNC";"0.00";"0.00"
"9436";"RES-314368";"SM3MO-1383";392648;30;"NULL";"Greece";"49";"0.00";"2019";"14/6/2022";13;"4/2/2022";15;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"31981";"003-MO";"EDMR";"EDMR";"0.00";"0.00";"472.77";"Corporate-Call center-Call center";"Corporate";9;"Opel";"Blue";"Sixt Plus";"IN";"0.00";"0.00"
"4679";"RES-386546";"NULL";315797;4;"Sixt";"Germany";"42";"0.00";"NULL";"13/9/2022";8;"24/8/2022";9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"NULL";"302";"EDMR";"EDMR";"0.00";"0.00";"144.61";"Retail-Sixt-Sixt";"Retail";0;"NULL";"NULL";"Sixt Import Rates";"CNC";"0.00";"0.00"
"48746";"RES-386907";"SM302-39214";476364;8;"Sixt";"Germany";"44";"0.00";"2021";"27/8/2022";16;"25/8/2022";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"23777";"302";"CXAR";"CXAR";"0.00";"0.00";"463.11";"Retail-Sixt-Sixt";"Retail";0;"Mercedes -Benz";"White";"Sixt Import Rates";"IN";"0.00";"0.00"
"58835";"RES-354683";"SM701-18956";440887;4;"Sixt";"Turkey";"35";"0.00";"2022";"8/7/2022";14;"14/6/2022";7;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"10";"701";"FFAR";"FFAR";"0.00";"0.00";"786.69";"Retail Brokers Sixt";"Retail";0;"BMW";"Grey";"Sixt Import Rates";"IN";"277.50";"0.00"
"34235";"RES-371450";"SM112-3700";458912;14;"Sixt";"France";"33";"0.00";"2019";"31/7/2022";12;"19/7/2022";20;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;"61471";"112";"EDMR";"MDMR";"0.00";"50.82";"636.68";"Retail Brokers Sixt";"Retail";0;"Nissan";"White";"Sixt Import Rates";"IN";"0.00";"0.00"
"49158";"RES-380146";"SM812-7043";468850;5;"Sixt";"Germany";"27";"0.00";"2022";"12/9/2022";8;"10/8/2022";14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"7032";"812";"MDMR";"MDMR";"0.00";"0.00";"163.21";"Retail-Sixt-Sixt";"Retail";0;"Fiat";"White";"Sixt Import Rates";"IN";"0.00";"0.00"
"7560";"RES-310831";"SM302-36251";396027;10;"Sixt";"Canada";"51";"0.00";"2019";"5/7/2022";11;"8/1/2022";23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"27379";"302";"CXMR";"CXMR";"0.00";"0.00";"932.51";"Retail Brokers Sixt";"Retail";0;"Audi";"White";"Sixt Import Rates";"IN";"127.59";"0.00"
"14654";"RES-339101";"SM302-34782";425610;8;"NULL";"South Africa";"61";"267.58";"2019";"6/6/2022";20;"23/5/2022";13;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"44017";"302";"MDMR";"MDMR";"0.00";"0.00";"215.79";"Retail Brokers Sixt";"Retail";0;"Kia";"Blue";"Sixt Import Rates";"IN";"57.14";"0.00"
"31400";"RES-366528";"SM712-17374";453446;1;"Sixt";"France";"50";"0.00";"2019";"14/7/2022";9;"9/7/2022";12;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"52871";"712";"CDMR";"EDMR";"9.57";"0.00";"71.98";"Retail-Sixt-Sixt";"Retail";0;"Opel";"Black";"Sixt Import Rates";"IN";"10.67";"0.00"
"34625";"RES-363000";"SM302-37619";449762;3;"Online Broker";"Israel";"56";"192.15";"2017";"30/7/2022";14;"2/7/2022";13;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"58668";"302";"CDAR";"CDAR";"16.95";"0.00";"156.32";"Retail Brokers Sixt";"Retail";0;"VW";"Grey";"Sixt Import Rates";"IN";"0.00";"10.83"
"43068";"RES-365242";"SM503-7638";452060;5;"Online Broker";"Israel";"43";"528.25";"2021";"7/8/2022";21;"6/7/2022";22;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"31198";"503";"CXAR";"EDAR";"24.20";"0.00";"447.72";"Retail Brokers Sixt";"Retail";0;"Mercedes -Benz";"Black";"Sixt Import Rates";"IN";"17.74";"163.14"
"41683";"RES-369232";"SM002-81315";456447;8;"Sixt";"France";"34";"0.00";"2022";"11/8/2022";11;"14/7/2022";13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"13494";"2";"MDMR";"MDMR";"0.00";"0.00";"488.47";"Retail-Sixt-Sixt";"Retail";0;"Fiat";"Blue";"Sixt Import Rates";"IN";"149.00";"0.00"
"27481";"RES-359038";"SM611-3317";445606;6;"Sixt";"Finland";"21";"0.00";"2021";"1/7/2022";10;"23/6/2022";11;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"24810";"611";"CDMR";"CDMR";"0.00";"72.60";"400.87";"Retail-Sixt-Sixt";"Retail";0;"Hyundai";"White";"Sixt Import Rates";"IN";"0.00";"0.00"
"54456";"RES-396855";"SM721-806";488023;3;"Sixt";"Switzerland";"33";"0.00";"2022";"18/9/2022";14;"17/9/2022";9;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"13269";"721";"FFAR";"FFAR";"0.00";"10.83";"198.19";"Retail-Sixt-Sixt";"Retail";0;"BMW";"White";"Sixt Import Rates";"IN";"0.00";"15.10"
"49015";"RES-387900";"SM721-763";477478;4;"Walk in";"Israel";"23";"0.00";"2022";"12/9/2022";12;"27/8/2022";13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"717";"721";"EDAR";"MDAR";"0.00";"0.00";"0.00";"Retail-Station-Station";"Retail";0;"Opel";"Grey";"Walk In Rates";"IN";"75.48";"14.44"
"7267";"RES-305556";"SM8MO-130";392453;30;"NULL";"Greece";"43";"0.00";"2019";"30/7/2022";12;"26/11/2021";14;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"51212";"508-MO";"JFAR";"JFAR";"0.00";"0.00";"2094.18";"Corporate-Call center-Call center";"Corporate";5;"MINI";"Grey";"Sixt Plus";"IN";"0.00";"0.00"
"56813";"RES-386040";"SM002-82436";475461;35;"NULL";"Germany";"68";"917.29";"2018";"25/8/2022";16;"23/8/2022";8;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"70346";"2";"MDMR";"MDMR";"0.00";"0.00";"739.75";"Retail Brokers Sixt";"Retail";0;"Fiat";"White";"Sixt Import Rates";"IN";"0.00";"0.00"
"9969";"RES-320499";"SM002-76940";288819;16;"Sixt";"Germany";"57";"0.00";"2019";"24/6/2022";11;"8/3/2022";16;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;"43568";"2";"CWMR";"CWMR";"80.16";"0.00";"1406.21";"Retail Brokers Sixt";"Retail";1;"Fiat";"Black";"Sixt Import Rates";"IN";"0.00";"0.00"
"45702";"RES-385062";"SM003-34180";467666;1;"Sixt";"United States of America";"36";"0.00";"2019";"21/8/2022";10;"21/8/2022";3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"35753";"3";"SXAR";"CXAR";"0.00";"0.00";"58.57";"Retail-Sixt-Sixt";"Retail";1;"Audi";"Black";"Sixt Import Rates";"IN";"0.00";"3.61"
"39658";"RES-384840";"SM503-9229";461648;10;"Sixt";"Germany";"52";"0.00";"2019";"18/9/2022";11;"20/8/2022";14;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;"79237";"503";"EDMR";"EDMR";"62.38";"0.00";"366.28";"Retail Brokers Sixt";"Retail";0;"Skoda";"Red";"Sixt Import Rates";"IN";"0.00";"0.00"
"34629";"RES-363023";"NULL";449790;17;"NULL";"Germany";"NULL";"780.73";"NULL";"14/8/2022";7;"2/7/2022";13;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"NULL";"302";"CDAR";"CDAR";"0.00";"0.00";"629.62";"Retail Brokers Sixt";"Retail";0;"NULL";"NULL";"Sixt Import Rates";"CNC";"0.00";"0.00"
